NDB_No,Seq,Amount,Msre_Desc,Gm_Wgt,Num_Data_Pts,Std_Dev
11701,1,1,"corm, medium",12,nan,nan
11702,1,1,"artichoke, medium",120,nan,nan
11702,2,0.50,cup hearts,84,nan,nan
11703,1,1,cup,168,nan,nan
11703,2,1,"package (9 oz), yields",240,nan,nan
11703,3,0.33,package (9 oz) yields,80,nan,nan
11705,1,0.50,cup,90,nan,nan
11705,2,4,"spears (1/2"" base)",60,nan,nan
11707,1,0.50,cup,122,nan,nan
11707,2,1,can (300 x 407),411,nan,nan
11709,1,1,cup,180,nan,nan
11709,2,1,package (10 oz) yields,293,nan,nan
11709,3,4,spears,60,nan,nan
11710,1,1,cup,58,nan,nan
11711,1,1,"cup (1/2"" pieces)",124,nan,nan
11712,1,1,"cup (1/2"" slices)",120,nan,nan
11712,2,1,shoot,144,nan,nan
11714,1,1,cup,170,nan,nan
11715,1,1,cup,248,nan,nan
11715,2,1,can (303 x 406),454,nan,nan
11716,1,1,cup,180,nan,nan
11716,2,1,package (10 oz) yields,311,nan,nan
11717,1,1,cup,170,nan,nan
11717,2,1,package (10 oz) yields,311,nan,nan
11718,1,1,cup,124,nan,nan
11720,1,0.33,package (10 oz) yields,94,nan,nan
11720,2,1,package (10 oz) yields,284,nan,nan
11722,1,1,"cup 1/2"" pieces",100,11,6.22
11722,2,10,"beans (4"" long)",55,nan,nan
11723,1,1,cup,125,nan,nan
11724,1,1,cup,125,nan,nan
11725,1,1,cup,125,nan,nan
11726,1,0.50,cup,120,nan,nan
11726,2,1,can (303 x 406),439,nan,nan
11727,1,0.50,cup,120,nan,nan
11727,2,1,can (303 x 406),439,nan,nan
11728,1,0.50,cup,120,nan,nan
11728,2,1,can (303 x 406),439,nan,nan
11729,1,1,cup,153,4,28.09
11729,2,10,beans,62,nan,nan
11729,3,1,can (303 x 406),262,nan,nan
11730,1,1,cup,121,10,2.52
11730,2,1,package (10 oz),284,nan,nan
11731,1,1,cup,135,nan,nan
11732,1,1,cup,135,nan,nan
11733,1,1,cup,135,nan,nan
11734,1,0.50,cup slices,85,nan,nan
11734,2,2,"beets (2"" dia, sphere)",100,nan,nan
11735,1,1,cup,246,nan,nan
11736,1,1,"cup (1"" pieces)",144,nan,nan
11740,1,1,cup flowerets,71,nan,nan
11740,2,1,floweret,11,nan,nan
11741,1,1,stalk,114,nan,nan
11742,1,0.50,"cup, chopped",78,nan,nan
11742,2,1,"stalk, large (11""-12"" long)",280,nan,nan
11742,3,1,"stalk, medium (7-1/2"" - 8"" long)",180,nan,nan
11742,4,1,"stalk, small (5"" long)",140,nan,nan
11742,5,1,"spear (about 5"" long)",37,nan,nan
11743,1,1,cup,184,nan,nan
11744,1,0.50,cup,92,nan,nan
11744,2,1,package (10 oz) yields,250,nan,nan
11745,1,1,sprout,21,nan,nan
11745,2,0.50,cup,78,nan,nan
11746,1,1,cup,155,nan,nan
11747,1,1,"cup (1"" pieces)",125,nan,nan
11747,2,1,root,166,nan,nan
11749,1,0.50,"cup, shredded",35,nan,nan
11749,2,1,head,908,nan,nan
11750,1,0.50,"cup, shredded",35,nan,nan
11750,2,1,head,908,nan,nan
11751,1,0.50,"cup, shredded",75,nan,nan
11751,2,1,head,1262,nan,nan
11752,1,1,leaf,22,nan,nan
11752,2,0.50,"cup, shredded",75,nan,nan
11753,1,1,"cup, shredded",145,nan,nan
11754,1,1,"cup, shredded",170,nan,nan
11755,1,1,"cup, shredded",119,nan,nan
11755,2,1,leaf,14,nan,nan
11757,1,1,tbsp,9.70,nan,nan
11757,2,0.50,cup slices,78,nan,nan
11757,3,1,carrot,46,nan,nan
11758,1,0.50,cup slices,123,nan,nan
11758,2,1,can (303 x 406),454,nan,nan
11759,1,1,"cup, sliced",146,nan,nan
11759,2,1,"cup, mashed",228,nan,nan
11759,3,1,slice,2.80,nan,nan
11759,4,1,can (303 x 406),284,nan,nan
11760,1,1,cup slices,146,nan,nan
11761,1,0.50,"cup (1"" pieces)",62,nan,nan
11761,2,3,flowerets,54,nan,nan
11762,1,1,"cup (1"" pieces)",180,nan,nan
11763,1,1,cup pieces,155,nan,nan
11764,1,1,"cup, diced",150,nan,nan
11764,2,2,stalks,75,nan,nan
11765,1,1,"cup, chopped",175,nan,nan
11766,1,1,"cup (1"" pieces)",160,nan,nan
11767,1,1,"cup (1"" pieces)",100,nan,nan
11768,1,1,"cup, chopped",190,nan,nan
11769,1,1,"cup, chopped",170,nan,nan
11770,1,1,"ear small (5-1/2"" to 6-1/2"" long)",89,nan,nan
11770,2,1,"ear medium (6-3/4"" to 7-1/2"" long)",103,nan,nan
11770,3,1,"ear large (7-3/4"" to 9"" long)",118,nan,nan
11770,4,1,cup,149,6,5.99
11770,5,1,baby ear,8,nan,nan
11770,6,1,"ear, yields",77,nan,nan
11771,1,1,cup,256,nan,nan
11771,2,1,can (303 x 406),482,nan,nan
11772,1,1,cup,256,nan,nan
11772,2,1,can (303 x 406),482,nan,nan
11773,1,1,cup,210,nan,nan
11773,2,1,can (303 x 406),340,nan,nan
11774,1,1,cup,165,nan,nan
11774,2,1,package (10 oz) yields,284,nan,nan
11775,1,1,cup kernels,165,nan,nan
11775,2,1,"ear, yields",63,nan,nan
11777,1,1,cup,165,nan,nan
11778,1,1,cup,170,nan,nan
11779,1,1,cup,95,nan,nan
11780,1,1,"cup, chopped",53,nan,nan
11781,1,1,cup,135,nan,nan
11782,1,1,"cup, chopped",105,nan,nan
11783,1,1,"cup (1"" cubes)",99,nan,nan
11784,1,1,"cup (1"" cubes)",146,nan,nan
11785,1,1,"cup (1"" pieces)",178,nan,nan
11785,2,0.50,"cup (1"" slices)",89,nan,nan
11786,1,1,"cup, chopped",42,nan,nan
11787,1,1,cup slices,118,nan,nan
11788,1,1,cup,87,nan,nan
11789,1,1,cup,87,nan,nan
11790,1,1,cup,118,10,nan
11791,1,1,cup,118,10,nan
11793,1,1,cup slices,165,nan,nan
11794,1,1,"cup, chopped",180,nan,nan
11795,1,1,leek,124,nan,nan
11795,2,0.25,"cup, chopped",26,nan,nan
11796,1,0.50,cup,60,nan,nan
11796,2,10,"slices (2-1/2"" dia)",89,nan,nan
11797,1,1,cup pieces,156,nan,nan
11797,2,1,tbsp,9.80,nan,nan
11797,3,1,mushroom,12,nan,nan
11798,1,1,cup pieces,145,nan,nan
11798,2,4,mushrooms,72,nan,nan
11799,1,1,"cup, chopped",140,1,nan
11800,1,1,"cup, chopped or diced",150,nan,nan
11800,2,1,package (10 oz) yields,212,nan,nan
11801,1,1,"cup, chopped",180,nan,nan
11802,1,1,"cup, chopped",180,nan,nan
11803,1,0.50,cup slices,80,nan,nan
11803,2,8,"pods (3"" long)",85,nan,nan
11804,1,0.50,cup slices,92,nan,nan
11804,2,1,package (10 oz) yields,255,nan,nan
11805,1,1,cup,210,nan,nan
11805,2,1,tbsp chopped,15,nan,nan
11805,3,1,large,128,nan,nan
11805,4,1,"slice large (1/4"" thick)",32,nan,nan
11805,5,1,medium,94,nan,nan
11805,6,1,"slice medium (1/8"" thick)",12,nan,nan
11805,7,1,small,60,nan,nan
11805,8,1,slice thin,8,nan,nan
11806,1,1,tbsp chopped,15,nan,nan
11806,2,0.50,"cup, chopped or diced",105,nan,nan
11807,1,1,cup,210,nan,nan
11808,1,0.50,cup slices,78,nan,nan
11808,2,1,"parsnip (9"" long)",160,nan,nan
11809,1,1,cup,160,nan,nan
11810,1,1,cup,160,nan,nan
11810,2,1,package (10 oz) yields,253,nan,nan
11811,1,1,cup,160,nan,nan
11812,1,0.50,cup,124,nan,nan
11812,2,1,can (303 x 406),482,nan,nan
11813,1,0.50,cup,85,nan,nan
11813,2,1,can (303 x 406),313,nan,nan
11814,1,0.50,cup,80,nan,nan
11814,2,1,package (10 oz) yields,253,nan,nan
11816,1,1,cup,255,nan,nan
11817,1,0.50,cup,80,nan,nan
11817,2,1,package (10 oz) yields,278,nan,nan
11818,1,1,cup,180,nan,nan
11819,1,1,pepper,45,nan,nan
11819,2,0.50,"cup, chopped or diced",75,nan,nan
11820,1,1,pepper,73,nan,nan
11820,2,0.50,"cup, chopped or diced",68,nan,nan
11821,1,1,"cup, chopped",149,nan,nan
11821,2,1,"cup, sliced",92,nan,nan
11821,3,1,tablespoon,9.30,nan,nan
11821,4,1,"large (2-1/4 per pound, approx 3-3/4"" long, 3"" dia.)",164,nan,nan
11821,5,1,"medium (approx 2-3/4"" long, 2-1/2 dia.)",119,nan,nan
11821,6,1,small,74,nan,nan
11821,7,1,"ring (3"" dia., 1/4"" thick)",10,nan,nan
11822,1,1,tbsp,11.60,nan,nan
11822,2,1,pepper,73,nan,nan
11822,3,0.50,"cup, chopped",92,nan,nan
11823,1,1,"cup, strips",135,nan,nan
11823,2,1,tbsp,11.60,nan,nan
11823,3,0.50,"cup, chopped",68,nan,nan
11824,1,1,tbsp,12,nan,nan
11824,2,1,pepper,73,nan,nan
11824,3,0.50,"cup, chopped",92,nan,nan
11825,1,1,"cup, chopped or strips",135,nan,nan
11825,2,1,"tablespoon, chopped",11.60,nan,nan
11826,1,1,cup,153,nan,nan
11827,1,1,cup,165,nan,nan
11828,1,0.50,cup,61,nan,nan
11828,2,1,"potato large (3"" to 4-1/4"" dia)",299,3,0
11828,3,1,"potato medium (2-1/4"" to 3-1/4"" dia)",173,3,0
11828,4,1,"potato small (1-3/4"" to 2-1/2"" dia)",138,3,0
11828,5,1,NLEA serving,148,nan,nan
11829,1,0.50,cup,61,nan,nan
11829,2,1,"potato (2-1/3"" x 4-3/4"")",156,nan,nan
11830,1,1,skin,58,nan,nan
11831,1,0.50,cup,78,nan,nan
11831,2,1,"potato (2-1/2"" dia, sphere)",136,nan,nan
11832,1,1,skin,34,nan,nan
11833,1,0.50,cup,78,nan,nan
11833,2,1,"large (3"" to 4-1/4"" dia.)",300,nan,nan
11833,3,1,"medium (2-1/4"" to 2-1/4"" dia.)",167,nan,nan
11833,4,1,"small (1-3/4"" to 2-1/2"" dia.)",125,nan,nan
11834,1,1,"potato (2-1/3"" x 4-3/4"")",202,nan,nan
11835,1,0.50,cup,78,nan,nan
11835,2,1,"potato (2-1/3"" x 4-3/4"")",156,nan,nan
11836,1,1,skin,58,nan,nan
11840,1,10,strips,50,nan,nan
11840,2,1,package (9 oz) yields,198,nan,nan
11841,1,10,strip,74,18,48.34
11842,1,10,strips,65,nan,nan
11842,2,1,package (9 oz),255,nan,nan
11843,1,1,cup,245,nan,nan
11844,1,1,cup,245,nan,nan
11845,1,1,"cup, mashed",245,nan,nan
11846,1,1,cup,245,nan,nan
11847,1,1,cup,134,nan,nan
11848,1,1,cup,71,nan,nan
11849,1,1,cup,115,nan,nan
11850,1,1,cup slices,147,nan,nan
11851,1,0.50,"cup, mashed",120,nan,nan
11852,1,1,cup slices,135,nan,nan
11853,1,1,cup,180,nan,nan
11854,1,1,cup,180,nan,nan
11855,1,1,cup,234,nan,nan
11856,1,0.50,cup,95,nan,nan
11856,2,1,package (10 oz) yields,220,nan,nan
11857,1,1,cup slices,180,nan,nan
11858,1,1,cup slices,180,nan,nan
11859,1,1,cup slices,192,nan,nan
11860,1,0.50,cup slices,90,nan,nan
11860,2,0.50,"cup, mashed",120,nan,nan
11861,1,0.50,cup slices,90,nan,nan
11861,2,0.50,"cup, mashed",120,nan,nan
11862,1,1,cup,223,nan,nan
11863,1,1,"cup, cubes",205,nan,nan
11864,1,1,"cup, cubes",205,nan,nan
11865,1,1,"cup, mashed",245,nan,nan
11866,1,1,"cup, cubes",205,nan,nan
11867,1,1,"cup, mashed",240,nan,nan
11868,1,1,"cup, cubes",205,nan,nan
11869,1,1,"cup, mashed",236,nan,nan
11870,1,1,cup,155,nan,nan
11871,1,1,cup,192,nan,nan
11872,1,1,cup,170,nan,nan
11873,1,1,"cup, chopped",98,nan,nan
11874,1,1,cup,64,nan,nan
11875,1,1,"medium (2"" dia, 5"" long, raw)",114,nan,nan
11875,2,0.50,"cup, mashed",100,nan,nan
11876,1,1,"cup, mashed",328,nan,nan
11876,2,1,medium,151,nan,nan
11877,1,1,"cup, cubes",176,nan,nan
11878,1,1,cup slices,132,nan,nan
11879,1,1,cup,145,nan,nan
11880,1,1,cup slices,140,nan,nan
11881,1,1,cup slices,137,nan,nan
11884,1,1,cup,240,nan,nan
11884,2,0.50,cup,120,nan,nan
11884,3,1,NLEA serving,121,nan,nan
11885,1,1,cup,240,nan,nan
11885,2,1,tbsp,15,nan,nan
11885,3,1,can,190,nan,nan
11885,4,1,large,164,nan,nan
11885,5,1,medium,111,nan,nan
11885,6,1,small,82,nan,nan
11885,7,0.50,cup,120,nan,nan
11886,1,1,cup,243,nan,nan
11886,2,1,fl oz,30.40,nan,nan
11886,3,6,fl oz,182,nan,nan
11888,1,1,cup,250,nan,nan
11888,2,1,can (29 oz) (401 x 411),822,nan,nan
11889,1,1,"cup, cubes",156,nan,nan
11889,2,1,"cup, mashed",230,nan,nan
11890,1,1,cup,156,nan,nan
11891,1,1,"cup, chopped",144,nan,nan
11892,1,0.50,cup,82,nan,nan
11892,2,1,package (10 oz) yields,220,nan,nan
11893,1,1,cup,163,nan,nan
11893,2,0.50,cup,86,nan,nan
11894,1,0.50,cup,91,nan,nan
11894,2,1,package (10 oz) yields,275,nan,nan
11895,1,1,"cup, cubes",175,nan,nan
11896,1,1,cup,62,nan,nan
11896,2,0.50,cup,31,nan,nan
11897,1,1,"cup, cubes",136,nan,nan
11897,2,0.50,"cup, cubes",68,nan,nan
11899,1,1,cup slices,104,nan,nan
11899,2,1,pod,14,nan,nan
11900,1,1,"ear, small (5-1/2"" to 6-1/2"" long)",73,nan,nan
11900,2,1,"ear, medium (6-3/4"" to 7-1/2"" long)",90,nan,nan
11900,3,1,"ear, large (7-3/4"" to 9"" long)",143,nan,nan
11900,4,1,cup kernels,154,nan,nan
11901,1,1,"ear, small (5-1/2"" to 6-1/2"" long)",89,nan,nan
11901,2,1,"ear, medium (6-3/4"" to 7-1/2"" long)",103,nan,nan
11901,3,1,"ear, large (7-3/4"" to 9"" long)",116,nan,nan
11901,4,1,cup cut,157,7,8.87
11901,5,1,"ear, yields",77,nan,nan
11902,1,1,"ear, small (5-1/2"" to 6-1/2"" long)",89,nan,nan
11902,2,1,"ear, medium (6-3/4"" to 7-1/2"" long)",103,nan,nan
11902,3,1,"ear, large (7-3/4"" to 9"" long)",118,nan,nan
11902,4,1,cup cut,157,7,8.87
11902,5,1,"ear, yields",77,nan,nan
11903,1,1,cup,256,nan,nan
11903,2,1,can (303 x 406),482,nan,nan
11904,1,1,cup,256,nan,nan
11904,2,1,can (303 x 406),482,nan,nan
11905,1,1,cup,164,nan,nan
11905,2,1,can (303 x 406),298,nan,nan
11906,1,1,cup,256,nan,nan
11906,2,1,can (303 x 406),482,nan,nan
11907,1,1,cup,256,nan,nan
11907,2,1,can (303 x 406),482,nan,nan
11908,1,1,cup,210,nan,nan
11908,2,1,can (303 x 406),340,nan,nan
11909,1,1,cup,210,nan,nan
11909,2,1,can (303 x 406),340,nan,nan
11910,1,1,cup,165,nan,nan
11910,2,1,package (10 oz),284,nan,nan
11911,1,1,cup,165,nan,nan
11911,2,1,package (10 oz) yields,284,nan,nan
11912,1,1,cup,165,nan,nan
11912,2,1,package (10 oz) yields,284,nan,nan
11913,1,1,cup kernels,165,nan,nan
11913,2,1,"ear, yields",125,nan,nan
11914,1,1,cup kernels,165,nan,nan
11914,2,1,"ear, yields",63,nan,nan
11915,1,1,cup kernels,165,nan,nan
11915,2,1,"ear, yields",63,nan,nan
11916,1,1,"cup, halves",140,nan,nan
11916,2,0.50,"cup, halves",70,nan,nan
11917,1,0.33,package (10 oz),95,nan,nan
11917,2,1,package (10 oz),284,nan,nan
11918,1,1,"cup, chopped or strips",135,nan,nan
11918,2,1,"tablespoon, chopped",11.60,nan,nan
11919,1,1,"cup, chopped or strips",135,nan,nan
11919,2,1,"tablespoon, chopped",11.60,nan,nan
11921,1,1,cup chopped,106,4,7.33
11922,1,1,cup,104,nan,nan
11923,1,1,cup,94,nan,nan
11927,1,1,"cup, cubes",145,nan,nan
11928,1,1,"frond (6-1/2"" long)",31,nan,nan
11928,2,0.50,"cup, chopped or diced",71,nan,nan
11929,1,1,cup,210,nan,nan
11930,1,1,cup,210,nan,nan
11931,1,1,tbsp,0.40,nan,nan
11931,2,0.25,cup,1.60,nan,nan
11932,1,1,cup,153,4,28.09
11932,2,10,beans,62,nan,nan
11932,3,1,can (303 x 406),262,nan,nan
11933,1,1,cup,153,4,28.09
11933,2,10,beans,62,1,nan
11933,3,1,can (303 x 406),262,nan,nan
11934,1,1,cup,210,nan,nan
11935,1,1,tbsp,17,36,1.48
11935,2,1,packet,9,nan,nan
11935,3,1,cup,240,nan,nan
11936,1,1,cup whole,87,4,0.96
11936,2,1,cup sliced,72,4,3
11936,3,1,piece whole,20,30,6.35
11937,1,1,"spear, small",35,11,8.89
11937,2,1,slice,7,nan,nan
11937,3,1,"large (4"" long)",135,nan,nan
11937,4,1,"cup, chopped or diced",143,nan,nan
11937,5,1,cup (about 23 slices),155,nan,nan
11938,1,1,cup pieces or slices,70,nan,nan
11938,2,1,cup whole,96,nan,nan
11938,3,1,large,23,nan,nan
11938,4,1,slice,6,nan,nan
11938,5,1,medium,18,nan,nan
11938,6,1,small,10,nan,nan
11939,1,1,cup sliced,121,3,8.69
11940,1,1,"cup, chopped",160,nan,nan
11940,2,1,cup sliced or chips,153,12,10.22
11940,3,1,"large Gherkin (3"" long)",35,nan,nan
11940,4,1,"Gherkin (2-3/4"" long)",25,nan,nan
11940,5,1,"midget Gherkin (2-1/8"" long)",6,nan,nan
11940,6,1,chip,7.50,12,2.60
11940,7,1,"small Gherkin (2-1/2"" long)",15,nan,nan
11940,8,1,spear Gherkin,20,nan,nan
11941,1,1,cup,155,nan,nan
11941,2,1,"large (4"" long)",135,nan,nan
11941,3,1,"medium (3-3/4"" long)",65,nan,nan
11941,4,1,slice,7,nan,nan
11941,5,1,small,37,nan,nan
11941,6,1,spear,30,nan,nan
11943,1,1,tbsp,12,nan,nan
11943,2,1,cup,192,nan,nan
11943,3,1,slice,1,nan,nan
11943,4,1,"pimiento, whole",66,nan,nan
11944,1,1,tbsp,15,nan,nan
11944,2,0.50,cup,122,nan,nan
11945,1,1,tbsp,15,nan,nan
11945,2,1,packet (2/3 tbsp),10,nan,nan
11945,3,1,cup,245,nan,nan
11946,1,1,"cup, chopped or diced",143,nan,nan
11946,2,1,cup (about 23 slices),155,nan,nan
11946,3,1,"large (4"" long)",135,nan,nan
11946,4,1,"medium (3-3/4"" long)",65,nan,nan
11946,5,1,slice,6,nan,nan
11946,6,1,small,37,nan,nan
11946,7,1,spear,30,nan,nan
11947,1,1,"spear, small",35,11,8.89
11947,2,1,slice,7,nan,nan
11947,3,1,"large (4"" long)",135,nan,nan
11947,4,1,"cup, chopped or diced",143,nan,nan
11947,5,1,"cup, (about 23 slices)",155,nan,nan
11948,1,1,slice,6,nan,nan
11948,2,1,medium,35,nan,nan
11948,3,1,small,15,nan,nan
11948,4,1,large,35,nan,nan
11948,5,1,"cup, sliced",170,nan,nan
11948,6,1,"cup, chopped or diced",160,nan,nan
11949,1,1,tbsp,17,36,1.48
11949,2,1,packet,9,nan,nan
11949,3,1,cup,240,nan,nan
11950,1,1,large,5,nan,nan
11950,2,1,medium,3,nan,nan
11950,3,1,cup whole,64,4,25.36
11950,4,1,cup sliced,65,4,19.15
11951,1,1,"pepper, large (3-3/4"" long, 3"" dia)",186,nan,nan
11951,2,10,strips,52,nan,nan
11952,1,1,"cup, shredded",40,nan,nan
11952,2,1,leaf,8,nan,nan
11953,1,1,large,16,nan,nan
11953,2,1,medium,11,nan,nan
11954,1,1,medium,34,nan,nan
11954,2,0.50,"cup, chopped or diced",66,nan,nan
11955,1,1,cup,54,nan,nan
11955,2,1,piece,2,nan,nan
11956,1,1,cup,110,nan,nan
11956,2,1,piece,3,nan,nan
11957,1,1,"cup, sliced",87,nan,nan
11957,2,1,bulb,234,nan,nan
11958,1,1,tbsp,15,nan,nan
11958,2,0.50,cup,122,nan,nan
11959,1,1,leaf,2,nan,nan
11959,2,0.50,cup,10,nan,nan
11960,1,1,large,15,nan,nan
11960,2,1,medium,10,nan,nan
11960,3,1,NLEA serving,85,nan,nan
11961,1,1,cup,146,nan,nan
11961,2,1,piece,33,nan,nan
11962,1,1,cup,37,nan,nan
11962,2,1,pepper,0.50,nan,nan
11963,1,1,"cup, sliced",86,nan,nan
11964,1,1,cup,149,nan,nan
11964,2,1,pad,29,nan,nan
11965,1,1,cup,64,nan,nan
11965,2,1,floweret,25,nan,nan
11965,3,1,"head, large (6-7"" dia)",511,nan,nan
11965,4,1,"head, medium (5-6"" dia)",431,nan,nan
11965,5,1,"head, small (4"" dia)",325,nan,nan
11967,1,0.20,head,90,nan,nan
11968,1,0.50,"cup (1"" pieces)",62,nan,nan
11969,1,1,cup,88,nan,nan
11970,1,1,cup,109,nan,nan
11972,1,1,cup,67,nan,nan
11972,2,1,tbsp,4.80,nan,nan
11973,1,1,cup,126,nan,nan
11973,2,1,pod,6.10,nan,nan
11974,1,1,cup,14,nan,nan
11974,2,1,leaf,3,nan,nan
11975,1,1,leaf,4,nan,nan
11976,1,1,cup,124,nan,nan
11976,2,1,"small (4"" long)",33,nan,nan
11976,3,1,"medium (4-1/2"" long)",46,nan,nan
11976,4,1,"large (5"" long)",75,nan,nan
11977,1,1,"cup, chopped",105,nan,nan
11977,2,1,pepper,6.10,nan,nan
11978,1,1,pepper,17,nan,nan
11979,1,1,"cup, sliced",90,nan,nan
11979,2,1,pepper,14,nan,nan
11980,1,1,cup,139,nan,nan
11981,1,1,pepper,27,nan,nan
11982,1,1,pepper,7,nan,nan
11983,1,1,cup,245,nan,nan
11984,1,1,tbsp,0.80,nan,nan
11984,2,1,sprig,2,nan,nan
11985,1,1,"cup, chopped",23,nan,nan
11985,2,1,plant,22,nan,nan
11986,1,1,cup,44,nan,nan
11986,2,1,bunch,17,nan,nan
11987,1,1,large,148,nan,nan
11987,2,1,small,15,nan,nan
11987,3,1,cup sliced,86,2,nan
11988,1,1,cup,28,nan,nan
11988,2,1,piece,4.50,nan,nan
11989,1,1,cup,182,nan,nan
11989,2,1,piece,5.50,nan,nan
11990,1,1,"cup, sliced",130,nan,nan
11990,2,1,root,169,nan,nan
11991,1,1,"cup, sliced",135,nan,nan
11991,2,1,root,305,nan,nan
11993,1,1,cup diced,70,2,nan
11993,2,1,piece whole,1.10,20,0.93
11998,1,1,cup diced,86,2,nan
11998,2,1,piece whole,84,20,26.75
12001,1,1,oz,28.35,nan,nan
12003,1,1,oz,28.35,nan,nan
12004,1,1,oz (8-14 seeds),28.35,nan,nan
12005,1,1,cup,160,nan,nan
12005,2,1,oz,28.35,nan,nan
12006,1,1,oz,28.35,nan,nan
12007,1,1,cup,94,nan,nan
12007,2,1,tbsp,5,nan,nan
12008,1,1,oz,28.35,nan,nan
12011,1,1,oz,28.35,nan,nan
12012,1,3,tbsp,30,1,nan
12013,1,1,cup,32,nan,nan
12013,2,1,oz (42 medium seeds),28.35,nan,nan
12014,1,1,cup,129,3,5.07
12014,2,1,oz,28.35,nan,nan
12016,1,1,cup,118,nan,nan
12016,2,1,oz,28.35,nan,nan
12021,1,1,oz,28.35,nan,nan
12022,1,1,oz,28.35,nan,nan
12023,1,1,cup,144,nan,nan
12023,2,1,tbsp,9,nan,nan
12024,1,1,oz,28.35,nan,nan
12029,1,1,cup,128,nan,nan
12029,2,1,oz,28.35,nan,nan
12032,1,1,oz,28.35,nan,nan
12033,1,1,oz,28.35,nan,nan
12034,1,1,oz,28.35,nan,nan
12036,1,1,"cup, with hulls, edible yield",46,nan,nan
12036,2,1,cup,140,6,2.57
12037,1,1,cup,128,nan,nan
12037,2,1,oz,28.35,nan,nan
12038,1,1,cup,135,nan,nan
12038,2,1,oz,28.35,nan,nan
12039,1,1,cup,134,nan,nan
12039,2,1,oz,28.35,nan,nan
12040,1,1,tbsp,16,9,0.98
12040,2,1,oz,28.35,nan,nan
12041,1,1,cup,64,nan,nan
12041,2,1,tbsp,4,nan,nan
12058,1,1,oz,28.35,nan,nan
12059,1,1,oz,28.35,nan,nan
12060,1,1,oz,28.35,nan,nan
12061,1,1,"cup, whole",143,23,6.09
12061,2,1,"cup, sliced",92,4,32.08
12061,3,1,"cup, slivered",108,nan,nan
12061,4,1,"cup, ground",95,nan,nan
12061,5,1,oz (23 whole kernels),28.35,nan,nan
12061,6,1,almond,1.20,nan,nan
12062,1,1,cup whole kernels,145,nan,nan
12062,2,1,tbsp,9.10,nan,nan
12062,3,1,oz,28.35,nan,nan
12063,1,1,cup whole kernels,138,nan,nan
12063,2,1,oz (22 whole kernels),28.35,nan,nan
12065,1,1,cup whole kernels,157,nan,nan
12065,2,1,oz (22 whole kernels),28.35,nan,nan
12071,1,1,oz,28.35,nan,nan
12071,2,1,"cup, firmly packed",227,nan,nan
12077,1,1,oz,28.35,nan,nan
12078,1,1,"cup, whole",133,15,7.70
12078,2,1,kernel,5,59,1.29
12078,3,1,oz (6 kernels),28.35,nan,nan
12084,1,1,cup,120,nan,nan
12084,2,1,oz,28.35,nan,nan
12084,3,1,nutmeat,3,nan,nan
12085,1,1,"cup, halves and whole",137,nan,nan
12085,2,1,tbsp,8.60,nan,nan
12085,3,1,oz,28.35,nan,nan
12086,1,1,"cup, whole",129,24,6.82
12086,2,1,"cup, halves and pieces",129,21,5.86
12086,3,1,oz (18 kernels),28.35,nan,nan
12087,1,1,oz,28.35,nan,nan
12088,1,1,tbsp,16,nan,nan
12088,2,1,oz,28.35,nan,nan
12093,1,1,oz,28.35,nan,nan
12094,1,1,oz,28.35,nan,nan
12095,1,1,oz,28.35,nan,nan
12096,1,1,oz,28.35,nan,nan
12097,1,1,cup,145,nan,nan
12097,2,1,oz,28.35,nan,nan
12098,1,1,oz,28.35,nan,nan
12099,1,1,oz,28.35,nan,nan
12100,1,1,oz,28.35,nan,nan
12101,1,1,oz,28.35,nan,nan
12104,1,1,"cup, shredded",80,nan,nan
12104,2,1,medium,397,nan,nan
12104,3,1,"piece (2"" x 2"" x 1/2"")",45,nan,nan
12108,1,1,oz,28.35,nan,nan
12109,1,1,cup,85,9,13.35
12109,2,1,oz,28.35,nan,nan
12110,1,1,cup,77,nan,nan
12110,2,4,oz,114,nan,nan
12114,1,1,oz,28.35,nan,nan
12115,1,1,tbsp,15,nan,nan
12115,2,1,cup,240,nan,nan
12116,1,1,tbsp,19,nan,nan
12116,2,1,cup,296,nan,nan
12117,1,1,cup,240,nan,nan
12117,2,1,tbsp,15,nan,nan
12118,1,1,cup,226,nan,nan
12118,2,1,tbsp,15,nan,nan
12119,1,1,cup,240,nan,nan
12119,2,1,tbsp,15,nan,nan
12119,3,1,coconut yields,206,nan,nan
12120,1,1,"cup, chopped",115,nan,nan
12120,2,1,"cup, ground",75,nan,nan
12120,3,1,"cup, whole",135,nan,nan
12120,4,1,oz (21 whole kernels),28.35,nan,nan
12120,5,10,nuts,14,nan,nan
12121,1,1,oz,28.35,nan,nan
12122,1,1,oz,28.35,nan,nan
12127,1,1,oz,28.35,nan,nan
12128,1,1,oz,28.35,nan,nan
12129,1,1,cup (78 kernels),155,nan,nan
12129,2,1,oz (14 kernels),28.35,nan,nan
12130,1,1,cup,120,nan,nan
12130,2,1,oz,28.35,nan,nan
12130,3,1,nut,3,nan,nan
12131,1,1,"cup, whole or halves",134,nan,nan
12131,2,1,oz (10-12 kernels),28.35,nan,nan
12132,1,1,"cup, whole or halves",132,24,5.77
12132,2,1,oz (10-12 kernels),28.35,nan,nan
12135,1,1,cup,131,1,nan
12135,2,1,oz,28.35,nan,nan
12136,1,1,cup,147,4,0.61
12137,1,1,cup,134,10,4.98
